id,tweet,bow,match,polarity
288, wealthydonor LukewSavage i also think a major talking point of centrists crowing that the youth didnt like bin enough to vote h,"{'wealthydonor': 1, 'lukewsavage': 1, 'i': 1, 'also': 1, 'think': 1, 'a': 1, 'major': 1, 'talking': 1, 'point': 1, 'of': 1, 'centrists': 1, 'crowing': 1, 'that': 1, 'the': 1, 'youth': 1, 'didnt': 1, 'like': 1, 'bin': 1, 'enough': 1, 'to': 1, 'vote': 1, 'h': 1}","{'like': 1, 'enough': 1}",positive
289, ChrisShanafelt Player Spotlight Rex Sunahara 2020 NFL Draft Prospect LS West Virginia University YouTube ,"{'chrisshanafelt': 1, 'player': 1, 'spotlight': 1, 'rex': 1, 'sunahara': 1, '2020': 1, 'nfl': 1, 'draft': 1, 'prospect': 1, 'ls': 1, 'west': 1, 'virginia': 1, 'university': 1, 'youtube': 1}",{},neutral
290, sarah052794 Riley in University by sarah052794 on Wattpad  ,"{'sarah052794': 2, 'riley': 1, 'in': 1, 'university': 1, 'by': 1, 'on': 1, 'wattpad': 1}",{},neutral
291, DECOUTURIZE im still on week 1 of the jacquemus course amp week 3 starts tomorrow this is startinh to feel a LOT like university,"{'decouturize': 1, 'im': 1, 'still': 1, 'on': 1, 'week': 2, '1': 1, 'of': 1, 'the': 1, 'jacquemus': 1, 'course': 1, 'amp': 1, '3': 1, 'starts': 1, 'tomorrow': 1, 'this': 1, 'is': 1, 'startinh': 1, 'to': 1, 'feel': 1, 'a': 1, 'lot': 1, 'like': 1, 'university': 1}",{'like': 1},positive
292, RWPUSA Sorry if the Governor has ordered it its the lawThere is no religious freedom exemptionSix feet away from anyone who i,"{'rwpusa': 1, 'sorry': 1, 'if': 1, 'the': 2, 'governor': 1, 'has': 1, 'ordered': 1, 'it': 1, 'its': 1, 'lawthere': 1, 'is': 1, 'no': 1, 'religious': 1, 'freedom': 1, 'exemptionsix': 1, 'feet': 1, 'away': 1, 'from': 1, 'anyone': 1, 'who': 1, 'i': 1}","{'sorry': 1, 'freedom': 1}",neutral
293,Brycekauf1 WessFmRadio Still University Radio  Slogan dates to 1983,"{'brycekauf1': 1, 'wessfmradio': 1, 'still': 1, 'university': 1, 'radio': 1, 'slogan': 1, 'dates': 1, 'to': 1, '1983': 1}",{},neutral
294, Neoavatara There is no way we are fully opening on April 30th WhyBecause numerous models show huge risk of mortality if we open,"{'neoavatara': 1, 'there': 1, 'is': 1, 'no': 1, 'way': 1, 'we': 2, 'are': 1, 'fully': 1, 'opening': 1, 'on': 1, 'april': 1, '30th': 1, 'whybecause': 1, 'numerous': 1, 'models': 1, 'show': 1, 'huge': 1, 'risk': 1, 'of': 1, 'mortality': 1, 'if': 1, 'open': 1}",{'risk': 1},negative
295, SaycheeseDGTL Air Jordan 12s University Gold to release July 18th for 190 ,"{'saycheesedgtl': 1, 'air': 1, 'jordan': 1, '12s': 1, 'university': 1, 'gold': 1, 'to': 1, 'release': 1, 'july': 1, '18th': 1, 'for': 1, '190': 1}",{'gold': 1},positive
296, BadarAbbas Just wondering if LUMS stand for Luch University of Management Sciences,"{'badarabbas': 1, 'just': 1, 'wondering': 1, 'if': 1, 'lums': 1, 'stand': 1, 'for': 1, 'luch': 1, 'university': 1, 'of': 1, 'management': 1, 'sciences': 1}",{},neutral
297, SaycheeseDGTL Air Jordan 12s University Gold to release July 18th for 190 ,"{'saycheesedgtl': 1, 'air': 1, 'jordan': 1, '12s': 1, 'university': 1, 'gold': 1, 'to': 1, 'release': 1, 'july': 1, '18th': 1, 'for': 1, '190': 1}",{'gold': 1},positive
298,Filmed at the University of Arizona ,"{'filmed': 1, 'at': 1, 'the': 1, 'university': 1, 'of': 1, 'arizona': 1}",{},neutral
299, JMoore2021 COMMITTED TO DUKE UNIVERSITY  ,"{'jmoore2021': 1, 'committed': 1, 'to': 1, 'duke': 1, 'university': 1}",{},neutral
300, NasCook1 Excited to receive an offer from The University of Tennessee at Chattanooga CoachMYeager MBAFootball Elite3 Rbcoachdgrah,"{'nascook1': 1, 'excited': 1, 'to': 1, 'receive': 1, 'an': 1, 'offer': 1, 'from': 1, 'the': 1, 'university': 1, 'of': 1, 'tennessee': 1, 'at': 1, 'chattanooga': 1, 'coachmyeager': 1, 'mbafootball': 1, 'elite3': 1, 'rbcoachdgrah': 1}",{'excited': 1},positive
301, sarah052794 University Life  School Friends Relationships by sarah052794 on Wattpad  ,"{'sarah052794': 2, 'university': 1, 'life': 1, 'school': 1, 'friends': 1, 'relationships': 1, 'by': 1, 'on': 1, 'wattpad': 1}",{},neutral
302, jaketapper According to Johns Hopkins Universitys tally of cases in the United States there are at least 524903  cases of coronavir,"{'jaketapper': 1, 'according': 1, 'to': 1, 'johns': 1, 'hopkins': 1, 'universitys': 1, 'tally': 1, 'of': 2, 'cases': 2, 'in': 1, 'the': 1, 'united': 1, 'states': 1, 'there': 1, 'are': 1, 'at': 1, 'least': 1, '524903': 1, 'coronavir': 1}",{},neutral
303, ramellloyd22 Blessed to recieve an offer from the University of Massachusetts gominutemen ,"{'ramellloyd22': 1, 'blessed': 1, 'to': 1, 'recieve': 1, 'an': 1, 'offer': 1, 'from': 1, 'the': 1, 'university': 1, 'of': 1, 'massachusetts': 1, 'gominutemen': 1}",{},neutral
304,I Nicole Bianca Kwan a 2nd year BS in Nursing student of the Far Eastern University and a committee of FEUCSO and ,"{'i': 1, 'nicole': 1, 'bianca': 1, 'kwan': 1, 'a': 2, '2nd': 1, 'year': 1, 'bs': 1, 'in': 1, 'nursing': 1, 'student': 1, 'of': 2, 'the': 1, 'far': 1, 'eastern': 1, 'university': 1, 'and': 2, 'committee': 1, 'feucso': 1}",{'bs': 1},negative
305,Information systems in the narrowest sense of the Early Modern coupling of state and university postal psychiatry,"{'information': 1, 'systems': 1, 'in': 1, 'the': 2, 'narrowest': 1, 'sense': 1, 'of': 2, 'early': 1, 'modern': 1, 'coupling': 1, 'state': 1, 'and': 1, 'university': 1, 'postal': 1, 'psychiatry': 1}",{'modern': 1},positive
306, JMoore2021 COMMITTED TO DUKE UNIVERSITY  ,"{'jmoore2021': 1, 'committed': 1, 'to': 1, 'duke': 1, 'university': 1}",{},neutral
307, storiesofstars Okay but the fact that the middle and high school are connected to the university is the funniest thing because imagin,"{'storiesofstars': 1, 'okay': 1, 'but': 1, 'the': 4, 'fact': 1, 'that': 1, 'middle': 1, 'and': 1, 'high': 1, 'school': 1, 'are': 1, 'connected': 1, 'to': 1, 'university': 1, 'is': 1, 'funniest': 1, 'thing': 1, 'because': 1, 'imagin': 1}",{},neutral
308, sarah052794 Riley in University by sarah052794 on Wattpad  ,"{'sarah052794': 2, 'riley': 1, 'in': 1, 'university': 1, 'by': 1, 'on': 1, 'wattpad': 1}",{},neutral
309, KUTV2News University of Utahs first COVID19 patient is now recovering at home  Read the story here  Watch ,"{'kutv2news': 1, 'university': 1, 'of': 1, 'utahs': 1, 'first': 1, 'covid19': 1, 'patient': 1, 'is': 1, 'now': 1, 'recovering': 1, 'at': 1, 'home': 1, 'read': 1, 'the': 1, 'story': 1, 'here': 1, 'watch': 1}",{'patient': 1},positive
310, AskAnshul How a professor put university students in dangerAllahabad Universitys Professor Mohammad Shahid attended Tablighi Jamaa,"{'askanshul': 1, 'how': 1, 'a': 1, 'professor': 2, 'put': 1, 'university': 1, 'students': 1, 'in': 1, 'dangerallahabad': 1, 'universitys': 1, 'mohammad': 1, 'shahid': 1, 'attended': 1, 'tablighi': 1, 'jamaa': 1}",{},neutral
311, nbcwashington Right now many people have to wait days or even weeks to get their COVID19 test results But researchers at the Univer,"{'nbcwashington': 1, 'right': 1, 'now': 1, 'many': 1, 'people': 1, 'have': 1, 'to': 2, 'wait': 1, 'days': 1, 'or': 1, 'even': 1, 'weeks': 1, 'get': 1, 'their': 1, 'covid19': 1, 'test': 1, 'results': 1, 'but': 1, 'researchers': 1, 'at': 1, 'the': 1, 'univer': 1}",{'right': 1},positive
312, Ishu82797460 alokpathak009 narendramodi PMOIndia ArvindKejriwal aajtak ABPNews ZeeNews ndtv Vese to CM or deputy CM Delhi mein,"{'ishu82797460': 1, 'alokpathak009': 1, 'narendramodi': 1, 'pmoindia': 1, 'arvindkejriwal': 1, 'aajtak': 1, 'abpnews': 1, 'zeenews': 1, 'ndtv': 1, 'vese': 1, 'to': 1, 'cm': 2, 'or': 1, 'deputy': 1, 'delhi': 1, 'mein': 1}",{},neutral
313, AP BREAKING The US has overtaken Italy for the highest death toll in the world from the coronavirus Johns Hopkins University says,"{'ap': 1, 'breaking': 1, 'the': 4, 'us': 1, 'has': 1, 'overtaken': 1, 'italy': 1, 'for': 1, 'highest': 1, 'death': 1, 'toll': 1, 'in': 1, 'world': 1, 'from': 1, 'coronavirus': 1, 'johns': 1, 'hopkins': 1, 'university': 1, 'says': 1}","{'breaking': 1, 'overtaken': 1, 'death': 1, 'toll': 1}",negative
314, PhilstarNews LOOK Northwest Samar State University produced energyboosting cookies packed with vitamins A B and E carbohydrates,"{'philstarnews': 1, 'look': 1, 'northwest': 1, 'samar': 1, 'state': 1, 'university': 1, 'produced': 1, 'energyboosting': 1, 'cookies': 1, 'packed': 1, 'with': 1, 'vitamins': 1, 'a': 1, 'b': 1, 'and': 1, 'e': 1, 'carbohydrates': 1}",{},neutral
315, BinghamtonWSOC Check out this important message from former Bearcat Emma Maslin 18 now an RN at Duke University Hospital special ca,"{'binghamtonwsoc': 1, 'check': 1, 'out': 1, 'this': 1, 'important': 1, 'message': 1, 'from': 1, 'former': 1, 'bearcat': 1, 'emma': 1, 'maslin': 1, '18': 1, 'now': 1, 'an': 1, 'rn': 1, 'at': 1, 'duke': 1, 'university': 1, 'hospital': 1, 'special': 1, 'ca': 1}",{'important': 1},positive
316, AvinashMeetoo John Conway has died from COVID19 He was a mathematician and a professor at both the University of Cambridge and Princ,"{'avinashmeetoo': 1, 'john': 1, 'conway': 1, 'has': 1, 'died': 1, 'from': 1, 'covid19': 1, 'he': 1, 'was': 1, 'a': 2, 'mathematician': 1, 'and': 2, 'professor': 1, 'at': 1, 'both': 1, 'the': 1, 'university': 1, 'of': 1, 'cambridge': 1, 'princ': 1}",{'died': 1},negative
317, 6abc The medical staff at Jefferson University Hospital in Philadelphia found a fun and creative way to take a break while boosting mo,"{'6abc': 1, 'the': 1, 'medical': 1, 'staff': 1, 'at': 1, 'jefferson': 1, 'university': 1, 'hospital': 1, 'in': 1, 'philadelphia': 1, 'found': 1, 'a': 2, 'fun': 1, 'and': 1, 'creative': 1, 'way': 1, 'to': 1, 'take': 1, 'break': 1, 'while': 1, 'boosting': 1, 'mo': 1}","{'fun': 1, 'creative': 1, 'break': 1}",positive
318, snipergangmeg Blessed To Receive An Offer From University Of Buffalo TheRealCoachJB ChrisBoyleDBNJ ,"{'snipergangmeg': 1, 'blessed': 1, 'to': 1, 'receive': 1, 'an': 1, 'offer': 1, 'from': 1, 'university': 1, 'of': 1, 'buffalo': 1, 'therealcoachjb': 1, 'chrisboyledbnj': 1}",{},neutral
319,4champp vauchonj Shaun Alexander Wilbur Jackson Mark Ingram and Trent Richardson  Thats Runningback University ,"{'4champp': 1, 'vauchonj': 1, 'shaun': 1, 'alexander': 1, 'wilbur': 1, 'jackson': 1, 'mark': 1, 'ingram': 1, 'and': 1, 'trent': 1, 'richardson': 1, 'thats': 1, 'runningback': 1, 'university': 1}",{},neutral
320, stfxwbb Congratulations to recuit Elizabeth Kennedy who was awarded one of four prestigious Schwartz National Scholar Awards as an in,"{'stfxwbb': 1, 'congratulations': 1, 'to': 1, 'recuit': 1, 'elizabeth': 1, 'kennedy': 1, 'who': 1, 'was': 1, 'awarded': 1, 'one': 1, 'of': 1, 'four': 1, 'prestigious': 1, 'schwartz': 1, 'national': 1, 'scholar': 1, 'awards': 1, 'as': 1, 'an': 1, 'in': 1}","{'congratulations': 1, 'awarded': 1, 'prestigious': 1, 'awards': 1}",positive
321, sarah052794 University Life  School Friends Relationships by sarah052794 on Wattpad  ,"{'sarah052794': 2, 'university': 1, 'life': 1, 'school': 1, 'friends': 1, 'relationships': 1, 'by': 1, 'on': 1, 'wattpad': 1}",{},neutral
322, melodyfh7 Instagram heard it first but ive made my college decision I will be attending Pace University in the fall  ,"{'melodyfh7': 1, 'instagram': 1, 'heard': 1, 'it': 1, 'first': 1, 'but': 1, 'ive': 1, 'made': 1, 'my': 1, 'college': 1, 'decision': 1, 'i': 1, 'will': 1, 'be': 1, 'attending': 1, 'pace': 1, 'university': 1, 'in': 1, 'the': 1, 'fall': 1}",{'fall': 1},negative
323, NelsonHavi Could the 16 Kenyatta University students who have assembled 500000 prototype medical ventilators quickly get in touch wit,"{'nelsonhavi': 1, 'could': 1, 'the': 1, '16': 1, 'kenyatta': 1, 'university': 1, 'students': 1, 'who': 1, 'have': 1, 'assembled': 1, '500000': 1, 'prototype': 1, 'medical': 1, 'ventilators': 1, 'quickly': 1, 'get': 1, 'in': 1, 'touch': 1, 'wit': 1}",{},neutral
324, NelsonHavi Could the 16 Kenyatta University students who have assembled 500000 prototype medical ventilators quickly get in touch wit,"{'nelsonhavi': 1, 'could': 1, 'the': 1, '16': 1, 'kenyatta': 1, 'university': 1, 'students': 1, 'who': 1, 'have': 1, 'assembled': 1, '500000': 1, 'prototype': 1, 'medical': 1, 'ventilators': 1, 'quickly': 1, 'get': 1, 'in': 1, 'touch': 1, 'wit': 1}",{},neutral
325, sarah052794 Riley in University by sarah052794 on Wattpad  ,"{'sarah052794': 2, 'riley': 1, 'in': 1, 'university': 1, 'by': 1, 'on': 1, 'wattpad': 1}",{},neutral
326, TheOriginalMiaD Florida AampM University posted on its Coronavirus website April 8 that two students tested positive for COVID19 after,"{'theoriginalmiad': 1, 'florida': 1, 'aampm': 1, 'university': 1, 'posted': 1, 'on': 1, 'its': 1, 'coronavirus': 1, 'website': 1, 'april': 1, '8': 1, 'that': 1, 'two': 1, 'students': 1, 'tested': 1, 'positive': 1, 'for': 1, 'covid19': 1, 'after': 1}",{'positive': 1},positive
327, inquirerdotnet JUST IN US records 1920 deaths related to the coronavirus over the past 24 hours according to a tally by Johns Hopki,"{'inquirerdotnet': 1, 'just': 1, 'in': 1, 'us': 1, 'records': 1, '1920': 1, 'deaths': 1, 'related': 1, 'to': 2, 'the': 2, 'coronavirus': 1, 'over': 1, 'past': 1, '24': 1, 'hours': 1, 'according': 1, 'a': 1, 'tally': 1, 'by': 1, 'johns': 1, 'hopki': 1}",{},neutral
328,Boston University Coronavirus Plan Includes Possible January 2021 Reopening  Edify ,"{'boston': 1, 'university': 1, 'coronavirus': 1, 'plan': 1, 'includes': 1, 'possible': 1, 'january': 1, '2021': 1, 'reopening': 1, 'edify': 1}",{'edify': 1},positive
329, NelsonHavi Could the 16 Kenyatta University students who have assembled 500000 prototype medical ventilators quickly get in touch wit,"{'nelsonhavi': 1, 'could': 1, 'the': 1, '16': 1, 'kenyatta': 1, 'university': 1, 'students': 1, 'who': 1, 'have': 1, 'assembled': 1, '500000': 1, 'prototype': 1, 'medical': 1, 'ventilators': 1, 'quickly': 1, 'get': 1, 'in': 1, 'touch': 1, 'wit': 1}",{},neutral
330, CellersRian I would like to announce that I will be continuing my baseball at Texas tech university I want to thank every coach that,"{'cellersrian': 1, 'i': 3, 'would': 1, 'like': 1, 'to': 2, 'announce': 1, 'that': 2, 'will': 1, 'be': 1, 'continuing': 1, 'my': 1, 'baseball': 1, 'at': 1, 'texas': 1, 'tech': 1, 'university': 1, 'want': 1, 'thank': 1, 'every': 1, 'coach': 1}","{'like': 1, 'thank': 1}",positive
331, NMIMRUG NEWS RELEASEUNIVERSITY OF GHANA SCIENTISTS SEQUENCE GENOMES OF NOVEL CORONAVIRUS NMIMR and WACCBIC Scientists have suc,"{'nmimrug': 1, 'news': 1, 'releaseuniversity': 1, 'of': 2, 'ghana': 1, 'scientists': 2, 'sequence': 1, 'genomes': 1, 'novel': 1, 'coronavirus': 1, 'nmimr': 1, 'and': 1, 'waccbic': 1, 'have': 1, 'suc': 1}",{},neutral
332, GabbyDarko Scientists at University of Ghanas Noguchi Memorial Institute for Medical Research and West African Centre for Cell Biolog,"{'gabbydarko': 1, 'scientists': 1, 'at': 1, 'university': 1, 'of': 1, 'ghanas': 1, 'noguchi': 1, 'memorial': 1, 'institute': 1, 'for': 2, 'medical': 1, 'research': 1, 'and': 1, 'west': 1, 'african': 1, 'centre': 1, 'cell': 1, 'biolog': 1}",{},neutral
333,Thinking about how my university never gave me my academic accommodations and then were surprised when I wasnt doing well LOL,"{'thinking': 1, 'about': 1, 'how': 1, 'my': 2, 'university': 1, 'never': 1, 'gave': 1, 'me': 1, 'academic': 1, 'accommodations': 1, 'and': 1, 'then': 1, 'were': 1, 'surprised': 1, 'when': 1, 'i': 1, 'wasnt': 1, 'doing': 1, 'well': 1, 'lol': 1}",{'well': 1},positive
334,Dublinate BaldPolitiKs FergalBowers And because its coming from a university itll probably be made freely av ,"{'dublinate': 1, 'baldpolitiks': 1, 'fergalbowers': 1, 'and': 1, 'because': 1, 'its': 1, 'coming': 1, 'from': 1, 'a': 1, 'university': 1, 'itll': 1, 'probably': 1, 'be': 1, 'made': 1, 'freely': 1, 'av': 1}",{},neutral
335, GoNeoshoHoops Congrats to JB Breeland on committing to the University of North Alabama SHOtime ,"{'goneoshohoops': 1, 'congrats': 1, 'to': 2, 'jb': 1, 'breeland': 1, 'on': 1, 'committing': 1, 'the': 1, 'university': 1, 'of': 1, 'north': 1, 'alabama': 1, 'shotime': 1}",{},neutral
336, CSStevensphoto The usairforce AFThunderbirds pass University Medical Center UMCSN and beyond as they perform a flyover above Las,"{'csstevensphoto': 1, 'the': 1, 'usairforce': 1, 'afthunderbirds': 1, 'pass': 1, 'university': 1, 'medical': 1, 'center': 1, 'umcsn': 1, 'and': 1, 'beyond': 1, 'as': 1, 'they': 1, 'perform': 1, 'a': 1, 'flyover': 1, 'above': 1, 'las': 1}",{},neutral
337, sarah052794 University Life  School Friends Relationships by sarah052794 on Wattpad  ,"{'sarah052794': 2, 'university': 1, 'life': 1, 'school': 1, 'friends': 1, 'relationships': 1, 'by': 1, 'on': 1, 'wattpad': 1}",{},neutral
338, scottbraddock COVID19 May Be Silently Spreading Across Rural Counties University of Texas Researchers Believe by peterjholley ,"{'scottbraddock': 1, 'covid19': 1, 'may': 1, 'be': 1, 'silently': 1, 'spreading': 1, 'across': 1, 'rural': 1, 'counties': 1, 'university': 1, 'of': 1, 'texas': 1, 'researchers': 1, 'believe': 1, 'by': 1, 'peterjholley': 1}",{},neutral
339,Derry University  OH MY GOD THESE IDIOTS I LOVE THEM ,"{'derry': 1, 'university': 1, 'oh': 1, 'my': 1, 'god': 1, 'these': 1, 'idiots': 1, 'i': 1, 'love': 1, 'them': 1}","{'idiots': 1, 'love': 1}",neutral
340, sarah052794 Riley in University by sarah052794 on Wattpad  ,"{'sarah052794': 2, 'riley': 1, 'in': 1, 'university': 1, 'by': 1, 'on': 1, 'wattpad': 1}",{},neutral
341, KabulNow President Ashraf Ghani confirmed that three Taliban commanders namely AnasHaqqani Hafeez Abdul Rashid and Haji Mali Khan,"{'kabulnow': 1, 'president': 1, 'ashraf': 1, 'ghani': 1, 'confirmed': 1, 'that': 1, 'three': 1, 'taliban': 1, 'commanders': 1, 'namely': 1, 'anashaqqani': 1, 'hafeez': 1, 'abdul': 1, 'rashid': 1, 'and': 1, 'haji': 1, 'mali': 1, 'khan': 1}",{},neutral
342,healthinthehmmr cityofhamilton GoodShepherdHam If not hotelsmotels Im surprised they arent using the university residences,"{'healthinthehmmr': 1, 'cityofhamilton': 1, 'goodshepherdham': 1, 'if': 1, 'not': 1, 'hotelsmotels': 1, 'im': 1, 'surprised': 1, 'they': 1, 'arent': 1, 'using': 1, 'the': 1, 'university': 1, 'residences': 1}",{},neutral
343,woman3290 TotalWine realDonaldTrump Same thing happened to methe Coral Springs location on universityI was g ,"{'woman3290': 1, 'totalwine': 1, 'realdonaldtrump': 1, 'same': 1, 'thing': 1, 'happened': 1, 'to': 1, 'methe': 1, 'coral': 1, 'springs': 1, 'location': 1, 'on': 1, 'universityi': 1, 'was': 1, 'g': 1}",{},neutral
344,United States records 1920 deaths related to the Coronavirus over the past 24 hours according to a tally by John ,"{'united': 1, 'states': 1, 'records': 1, '1920': 1, 'deaths': 1, 'related': 1, 'to': 2, 'the': 2, 'coronavirus': 1, 'over': 1, 'past': 1, '24': 1, 'hours': 1, 'according': 1, 'a': 1, 'tally': 1, 'by': 1, 'john': 1}",{},neutral
345, LaloDagach Listen to this talk from 2018 by Dr Kirsty Short who is head of the influenza virus pathogenesis laboratory at the Univers,"{'lalodagach': 1, 'listen': 1, 'to': 1, 'this': 1, 'talk': 1, 'from': 1, '2018': 1, 'by': 1, 'dr': 1, 'kirsty': 1, 'short': 1, 'who': 1, 'is': 1, 'head': 1, 'of': 1, 'the': 2, 'influenza': 1, 'virus': 1, 'pathogenesis': 1, 'laboratory': 1, 'at': 1, 'univers': 1}",{'virus': 1},negative
346, gkealey Weber diagnosed the ills of the modern university and prescribed the cure   via aeonmag,"{'gkealey': 1, 'weber': 1, 'diagnosed': 1, 'the': 3, 'ills': 1, 'of': 1, 'modern': 1, 'university': 1, 'and': 1, 'prescribed': 1, 'cure': 1, 'via': 1, 'aeonmag': 1}","{'modern': 1, 'cure': 1}",positive
347, 19SunSunny Ray graduated from the University of Edinburgh before completing his doctoral studies and returning to India in August 1888,"{'19sunsunny': 1, 'ray': 1, 'graduated': 1, 'from': 1, 'the': 1, 'university': 1, 'of': 1, 'edinburgh': 1, 'before': 1, 'completing': 1, 'his': 1, 'doctoral': 1, 'studies': 1, 'and': 1, 'returning': 1, 'to': 1, 'india': 1, 'in': 1, 'august': 1, '1888': 1}",{},neutral
348, GeorgeTakei To spur confidence in the reopening of America Trump will be reopening Trump University in Florida and his three bankrupt,"{'georgetakei': 1, 'to': 1, 'spur': 1, 'confidence': 1, 'in': 2, 'the': 1, 'reopening': 2, 'of': 1, 'america': 1, 'trump': 2, 'will': 1, 'be': 1, 'university': 1, 'florida': 1, 'and': 1, 'his': 1, 'three': 1, 'bankrupt': 1}","{'confidence': 1, 'trump': 2, 'bankrupt': 1}",positive
349, SaycheeseDGTL Air Jordan 12s University Gold to release July 18th for 190 ,"{'saycheesedgtl': 1, 'air': 1, 'jordan': 1, '12s': 1, 'university': 1, 'gold': 1, 'to': 1, 'release': 1, 'july': 1, '18th': 1, 'for': 1, '190': 1}",{'gold': 1},positive
350, MorganMccane Graduated from High School and Community College with a 2 year degree at 17 and is now graduating from THE Alabama Stat,"{'morganmccane': 1, 'graduated': 1, 'from': 2, 'high': 1, 'school': 1, 'and': 2, 'community': 1, 'college': 1, 'with': 1, 'a': 1, '2': 1, 'year': 1, 'degree': 1, 'at': 1, '17': 1, 'is': 1, 'now': 1, 'graduating': 1, 'the': 1, 'alabama': 1, 'stat': 1}",{},neutral
351, inquirerdotnet JUST IN US records 1920 deaths related to the coronavirus over the past 24 hours according to a tally by Johns Hopki,"{'inquirerdotnet': 1, 'just': 1, 'in': 1, 'us': 1, 'records': 1, '1920': 1, 'deaths': 1, 'related': 1, 'to': 2, 'the': 2, 'coronavirus': 1, 'over': 1, 'past': 1, '24': 1, 'hours': 1, 'according': 1, 'a': 1, 'tally': 1, 'by': 1, 'johns': 1, 'hopki': 1}",{},neutral
352, sarah052794 University Life  School Friends Relationships by sarah052794 on Wattpad  ,"{'sarah052794': 2, 'university': 1, 'life': 1, 'school': 1, 'friends': 1, 'relationships': 1, 'by': 1, 'on': 1, 'wattpad': 1}",{},neutral
353, VarunReddy969 Azam Khans family was thrown in jail and his illegal university is taken over,"{'varunreddy969': 1, 'azam': 1, 'khans': 1, 'family': 1, 'was': 1, 'thrown': 1, 'in': 1, 'jail': 1, 'and': 1, 'his': 1, 'illegal': 1, 'university': 1, 'is': 1, 'taken': 1, 'over': 1}",{'illegal': 1},negative
354, AFP BREAKING US records 1920 deaths related to the coronavirus over the past 24 hours according to a tally by Johns Hopkins Univer,"{'afp': 1, 'breaking': 1, 'us': 1, 'records': 1, '1920': 1, 'deaths': 1, 'related': 1, 'to': 2, 'the': 2, 'coronavirus': 1, 'over': 1, 'past': 1, '24': 1, 'hours': 1, 'according': 1, 'a': 1, 'tally': 1, 'by': 1, 'johns': 1, 'hopkins': 1, 'univer': 1}",{'breaking': 1},negative
355, SomeBitchIKnow Jeffrey Sachs Former director of the Earth Institute at Columbia University with the mission to address complex issu,"{'somebitchiknow': 1, 'jeffrey': 1, 'sachs': 1, 'former': 1, 'director': 1, 'of': 1, 'the': 2, 'earth': 1, 'institute': 1, 'at': 1, 'columbia': 1, 'university': 1, 'with': 1, 'mission': 1, 'to': 1, 'address': 1, 'complex': 1, 'issu': 1}",{'complex': 1},negative
356, dsu4neiman Baseball Graduate Assistant opening at DeSales University   18 graduate creditsyear on campus housing meal plan stipend,"{'dsu4neiman': 1, 'baseball': 1, 'graduate': 2, 'assistant': 1, 'opening': 1, 'at': 1, 'desales': 1, 'university': 1, '18': 1, 'creditsyear': 1, 'on': 1, 'campus': 1, 'housing': 1, 'meal': 1, 'plan': 1, 'stipend': 1}",{},neutral
357, sarah052794 Riley in University by sarah052794 on Wattpad  ,"{'sarah052794': 2, 'riley': 1, 'in': 1, 'university': 1, 'by': 1, 'on': 1, 'wattpad': 1}",{},neutral
358, NasCook1 Excited to receive an offer from The University of Tennessee at Chattanooga CoachMYeager MBAFootball Elite3 Rbcoachdgrah,"{'nascook1': 1, 'excited': 1, 'to': 1, 'receive': 1, 'an': 1, 'offer': 1, 'from': 1, 'the': 1, 'university': 1, 'of': 1, 'tennessee': 1, 'at': 1, 'chattanooga': 1, 'coachmyeager': 1, 'mbafootball': 1, 'elite3': 1, 'rbcoachdgrah': 1}",{'excited': 1},positive
359,whatadebacle A 21 year old waitress invited me to a university party a couple months agoI declined because Id ,"{'whatadebacle': 1, 'a': 3, '21': 1, 'year': 1, 'old': 1, 'waitress': 1, 'invited': 1, 'me': 1, 'to': 1, 'university': 1, 'party': 1, 'couple': 1, 'months': 1, 'agoi': 1, 'declined': 1, 'because': 1, 'id': 1}",{},neutral
360,InLWithLBeingL brandondarby If you did any research at all you would know that it did originate in the US It wa ,"{'inlwithlbeingl': 1, 'brandondarby': 1, 'if': 1, 'you': 2, 'did': 2, 'any': 1, 'research': 1, 'at': 1, 'all': 1, 'would': 1, 'know': 1, 'that': 1, 'it': 2, 'originate': 1, 'in': 1, 'the': 1, 'us': 1, 'wa': 1}",{},neutral
361,Trinhnomics This is flawed Anything OUTSIDE of the US Constitution can be decided at state level as long as it do ,"{'trinhnomics': 1, 'this': 1, 'is': 1, 'flawed': 1, 'anything': 1, 'outside': 1, 'of': 1, 'the': 1, 'us': 1, 'constitution': 1, 'can': 1, 'be': 1, 'decided': 1, 'at': 1, 'state': 1, 'level': 1, 'as': 2, 'long': 1, 'it': 1, 'do': 1}",{'flawed': 1},negative
362,Social distancing is one of the only tools we have emphasized Brian Labus a professor in the University of Neva ,"{'social': 1, 'distancing': 1, 'is': 1, 'one': 1, 'of': 2, 'the': 2, 'only': 1, 'tools': 1, 'we': 1, 'have': 1, 'emphasized': 1, 'brian': 1, 'labus': 1, 'a': 1, 'professor': 1, 'in': 1, 'university': 1, 'neva': 1}",{},neutral
363, LaloDagach Listen to this talk from 2018 by Dr Kirsty Short who is head of the influenza virus pathogenesis laboratory at the Univers,"{'lalodagach': 1, 'listen': 1, 'to': 1, 'this': 1, 'talk': 1, 'from': 1, '2018': 1, 'by': 1, 'dr': 1, 'kirsty': 1, 'short': 1, 'who': 1, 'is': 1, 'head': 1, 'of': 1, 'the': 2, 'influenza': 1, 'virus': 1, 'pathogenesis': 1, 'laboratory': 1, 'at': 1, 'univers': 1}",{'virus': 1},negative
